symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
BBS7	0.048323339352156054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	0.39288163848417484	No data	0	0	0	0	0	0.587415	No data	-0.43375620518477664	-0.7110844972680203	0	No data	No data	No data	0.5	-1
SIRPG	0.07790946809465278	0.1281551591081351	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.5719801434087148	-0.680035512940404	0	No data	No data	-0.41214499999999993	1	0.5
IRF1	0.00894177926195487	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07354273954440584	No data	No data	No data	0	0	0	0	0	0.276925	No data	-0.6538334252619966	-0.8227110983332947	0	-1	No data	0	0.5	-1
NBN	0.008869916512432843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07295169571339452	No data	No data	No data	0	0	0	0	0	0	No data	0.16205184776613346	-0.8738877670750336	0	No data	No data	No data	-1	-1
AZIN2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.3043500000000002	No data	-0.2914506343077772	0	0	No data	No data	0	0.75	0
CHD5	0.11471559079453016	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14266447123284715	No data	0.9078260629236536	No data	0	0	0	0	0	0.7313200000000002	No data	-0.8111417539988969	-0.24036109133981493	0	No data	No data	-0.2515350000000002	0.75	0.5
CCNE2	0.10370455737939897	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8529306114020153	No data	0	0	1	1	0	0.6163350000000001	No data	-0.6476558190843905	0	0	No data	No data	0	0.5	0
SLITRK3	0.0765456837806401	0.12591183746795734	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8208799999999996	No data	-0.8345284059569774	No data	0	No data	No data	0	0.5	0
ADAM17	0.019857320270067532	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16331892008170196	No data	No data	0.5	0	0	1	1	1	0.6055799999999998	0	-0.6140099282956426	-0.9836360383117401	0	No data	No data	0	-1	-1
TBL1Y	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	0	0	0	0	0	0.6839100000000002	No data	No data	No data	0	No data	No data	-0.7796925000000001	0.5	0.5
RAD51	0.012209776556260986	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10042077654421819	No data	No data	No data	0	0	1	1	0	0.9410049999999999	No data	-0.7232211803640375	-0.6486745769960522	-1	No data	No data	0	0.5	0
IL11RA	0.0639182199012947	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5257030911446692	1	1	1	0	0	0	0.1943150000000003	No data	0.1974627688913404	-0.6777069785992373	0	No data	No data	0	-1	-1
MESTIT1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NRON	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
KLF6	0.31422562500035245	0.5168772929992218	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7526499999999998	No data	-0.9921676778819636	-0.7670096588048255	0	No data	No data	0	0.5	-1
CFAP43	0.740280072509469	No data	No data	0.8636994825609949	No data	No data	0.607930797611621	0.865457038266544	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2702966556509269	No data	0.9645432834614954	No data	0	0	0	0	0	0	No data	-0.3173745173745174	-0.6717387950940764	0	No data	No data	No data	0.75	0
USP14	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	1	0	0	1	0	0.838055	No data	-0.5350248207391064	-0.827970251661353	0	No data	No data	0	-1	-1
CWF19L2	0.012565715059279862	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10334823559397559	No data	No data	No data	0	0	0	0	0	0	No data	0.12498621070049643	No data	-1	No data	No data	0	-1	-1
GNLY	0.014559380482418977	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1197453767732976	No data	No data	No data	0	1	0	0	0	No data	No data	0.7166023166023165	No data	0	No data	No data	No data	0.5	0
ABHD16B	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.24307000000000017	No data	0.9842250413678986	No data	0	No data	No data	0	1	0
ANKRD31	0.10740858513456328	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8833948333966596	No data	0	0	0	0	0	0	No data	-0.21544401544401548	-0.734083119323047	0	No data	No data	0	1	1
DES	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.8723399999999998	No data	-0.270711527854385	-0.9777366611815249	0	No data	No data	-0.015957500000000024	0.5	0
FOSB	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0.7929000000000002	No data	-0.6501930501930502	-0.3230719757920919	0	No data	No data	0	-1	-1
DAD1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	1	No data	-0.019194704908990667	-0.3931719437528311	-1	No data	No data	No data	-1	-1
BIRC6	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.7796999999999997	No data	-0.9484831770546056	-0.9238901338299504	0	No data	No data	0	-1	-1
HCLS1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	0	0	0	0.20782000000000025	No data	-0.37010479867622725	-0.1997396898170256	0	No data	No data	0	0.5	-1
GBP2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.1942636514065086	-0.6760791411229955	0	No data	No data	-0.3993224999999999	-1	0
SUB1	0.005358907892928176	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.044074982826842524	No data	No data	No data	0	0	0	0	0	0.6850400000000001	No data	-0.8018753447324876	No data	0	No data	No data	No data	-1	-1
DAND5	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	1	0	0	0	0	No data	0.6974076116933259	-0.7855330764770169	0	No data	No data	0	0.5	0.5
SKP1P2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLIN2	0.10084052199345823	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10379236281556407	No data	0.8034269170242138	No data	0	0	0	0	0	0	No data	0.5973524544953117	-0.7911007112250276	0	No data	No data	0	0.5	-1
FCGR2C	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	No data	No data	No data	0	No data	No data	-0.9110511792600087	No data	No data	No data	-0.5975224999999998	1	0.5
RPLP2	0.006652437384324632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	No data	0	0	0	0	0	0.9565199999999997	No data	-0.7648097076668505	No data	-1	No data	No data	0	-1	-1
MBOAT1	0.012935294913964564	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1063878895820337	No data	No data	No data	0	0	0	0	0	0.13131500000000002	No data	0.4270270270270271	0	0	No data	No data	0	-1	-1
LGR5	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.2888649999999998	No data	-0.3829012686155543	-0.752784005911751	0	No data	No data	0	0.5	0
RNF212B	0.012360392917788359	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10165953893394329	No data	No data	No data	0	0	0	0	0	0	No data	0.054495311638168786	No data	0	No data	No data	0	1	0.5
AFF4	0.06532724955952669	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5372918251236651	No data	0	0	0	0	0	0.6474649999999997	No data	-0.9909542195256481	-0.88220617089459	0	No data	-1	0	-1	-1
CATSPERT	0.47321549188667894	No data	No data	0.5957721816593886	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	0.9175427172674191	No data	0	0	0	0	0	0	No data	-0.10402647545504684	0	No data	No data	No data	No data	1	0.5
GGT2P	0.040478233584341966	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.332918103042064	No data	0	0	No data	No data	No data	No data	No data	0.49751792608935475	-0.7270951846608492	No data	No data	No data	No data	No data	No data
NUDT18	0.31804467597174646	0.5231593418547789	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.07120499999999978	No data	0.7654715940430226	No data	No data	No data	No data	0	-1	-1
SLC16A10	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	0	0	0	0.20388499999999965	No data	-0.09531163816878108	-0.299026938872633	0	No data	No data	0	0.5	0
TSPO	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	1	1	0	0.05325500000000005	No data	0.9024820739106454	-0.37483691099318206	0	-1	No data	0	0.5	-1
SPATA46	0.10631011613285236	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8743603429083796	No data	0	0	0	0	0	0	No data	0.11075565361279649	-0.7149085773590175	0	No data	No data	No data	1	0.5
AARS2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.15228499999999984	No data	-0.36249310535024826	-0.7758657777810765	0	No data	No data	0	-1	-1
NEDD1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.2727249999999998	No data	-0.21765030336458913	-0.14230555434728037	-1	No data	No data	0	-1	-1
ZNF541	0.09639119768813266	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.792781004571778	No data	0	0	0	0	0	0	No data	-0.9035852178709322	-0.7115399816306917	0	No data	No data	0	1	0.5
USP9Y	0.4033835347735891	No data	No data	0.6495512943063039	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2796798046651387	No data	No data	No data	0	0	0	0	0	0.13894499999999965	No data	No data	No data	0	No data	No data	-0.7906075000000001	-1	0
CDY2A	0.005572032275796352	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04582784995995602	No data	No data	No data	0	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-1	0.75	0.5
HS3ST2	0.0051741179655858255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	0	0	0	0	0	0.8092649999999999	No data	-0.015995587424158852	No data	0	No data	No data	-0.08038249999999998	0.75	0
TXNDC8	0.022061864103261785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1814504561204686	No data	No data	No data	0	0	0	0	0	0	No data	0.817319360176503	No data	0	No data	No data	0	1	1
WWOX	0.03703929303650081	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3046341226831833	No data	0	0	0	0	0	0.6859900000000003	No data	0.8593491450634307	-0.9404096775028322	0	-1	No data	0	-1	-1
CEBPB	0.010222578780578853	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0840768293096872	No data	No data	No data	0	0	0	0	0	0	No data	0.7810259238830668	-0.9291742010572912	0	-1	No data	0	-1	-1
ADAMTSL2	0.06767964034821111	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	0.5535996922508908	No data	0	1	0	0	0	0.4269199999999998	No data	-0.4668505239933811	-0.6821821878705447	0	No data	No data	0	0.5	0
IFNL1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	1	0	0	0	No data	No data	0.543188086045229	-0.11059673298647571	0	No data	No data	-0.2625	No data	No data
CALM2	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	No data	0	0	0	0	0	1	No data	-0.9153888582460011	-0.7276503966677363	0	No data	No data	-1	-1	-1
KCNB2	0.15732673297237157	0.25879052943272723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	1	0	No data	No data	-0.8428019856591284	-0.24702891011917832	0	No data	No data	-0.04225999999999992	0.5	0.5
MINAR1	0.177313945440251	0.2916679762513507	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.49781499999999995	No data	-0.34693877551020413	No data	0	No data	No data	0	0.5	0.5
OR1E2	0.030689911133017635	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2524128671683451	No data	1	0	0	0	0	No data	No data	0.2368450082735798	-0.67669523388482	0	No data	No data	-0.8065024999999999	No data	No data
EBF2	0.04783681056172895	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3934396048831999	No data	0	0	0	0	0	0.9739150000000002	No data	-0.8022062879205736	-0.9399716887724358	0	No data	No data	-0.5608699999999999	0.5	0
KCNAB2	0.05993771976872059	0.09859299776257105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.903615	No data	-0.5420849420849421	-0.6888081072289776	0	No data	No data	-0.2530125000000002	0.5	-1
FCN3	0.07934147048046791	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6525534714820905	No data	No data	No data	0	1	0	0	1	No data	No data	0.4090457804743519	No data	0	No data	No data	0	0.75	0
GLRA1	0.0635584955094016	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5227444945962927	1	1	0	1	1	0	0.9443199999999997	No data	0.01158301158301156	-0.9096887370610329	0	No data	No data	-0.5489975000000001	1	1
YARS2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	1	0.22432000000000016	No data	0.12454495311638158	No data	-1	No data	No data	No data	-1	-1
CFAP57	0.11731086154147777	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	0.9496390273504305	No data	0	0	0	0	0	0.3799999999999997	No data	-0.08273579702151135	-0.25544002420701956	0	No data	No data	No data	0.75	0.5
MON1B	0.007391597093694037	No data	No data	0.012158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4424149999999997	No data	-0.29255377826806395	0	0	No data	No data	0	-1	-1
DDX46	0.008202619552585465	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06746343156828963	No data	No data	No data	0	0	0	0	0	0.946705	No data	-0.8931053502482074	-0.08154828605065528	-1	No data	No data	0	-1	-1
EFNA5	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.9561399999999999	No data	-0.7131825703254275	-0.8158990459501605	0	No data	No data	0	-1	0
NOD1	0.010902605713198706	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08966979264771412	No data	No data	No data	0	0	1	1	0	0.07659999999999982	0	0.020077220077220126	0	0	No data	No data	0	-1	0
THOC1	0.0395975115365908	0.06513489971581901	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.80974	No data	-0.6353006067291782	-0.8859539385861611	-1	No data	No data	No data	-1	-1
DNAJB13	0.008261752329335018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06794977620637892	No data	No data	No data	1	0	0	0	0	0.49367000000000016	No data	-0.11836734693877549	No data	0	No data	No data	0	0.75	0
ADO	0.31890855741834895	0.5218446726479898	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	No data	No data	No data	0	0	0	0.2592599999999997	No data	0.667953667953668	No data	0	No data	No data	No data	-1	-1
GSTK1	0.016078667171318995	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1322409329687465	No data	No data	No data	0	0	0	1	1	0	No data	0.2677330391616106	-0.7983646118959942	0	No data	No data	No data	-1	-1
CNNM4	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0.4258049999999997	No data	-0.29564258135686705	-0.7931579359366905	0	No data	No data	-0.061289999999999976	0.5	-1
TMEM119	0.069197961736128	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5691269632003031	No data	1	1	0	0	0	0	No data	0.8610038610038611	0	0	No data	No data	No data	-1	0
F2	0.005926212969869194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.048740851698511715	No data	No data	1	0	1	1	1	1	0.05144499999999965	0	-0.629453943739658	-0.9465480331543918	0	-1	No data	0	1	1
DPY19L2	0.734995548413892	No data	No data	0.8254066293096798	No data	No data	0.607930797611621	0.8897742701710087	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07613206485001166	No data	0.8649302478504568	No data	0	0	0	0	0	0	No data	-0.3934914506343078	0	0	No data	No data	-0.03694000000000006	0.5	0
LYZL4	0.13340797459216688	0.21944598812280455	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.37870932156646453	No data	0	No data	No data	0	1	0.5
SLC22A5	0.01874734877316448	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15418982593756744	No data	No data	No data	0	0	0	0	0	0.2728900000000003	No data	-0.009156094870380604	-0.8895337625817751	0	-1	No data	-0.41202749999999994	0.5	0
H1-2	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.4131450000000001	No data	0.8073910645339217	No data	0	No data	No data	-0.6830974999999999	-1	-1
C7orf33	0.14915841181369385	0.24535426137266414	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.7854384997242141	No data	0	No data	No data	No data	1	1
SPATA6	0.1101548646098326	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03248714634570102	No data	0.8978601528267303	No data	0	0	0	0	0	0.5286900000000003	No data	0.22702702702702693	-0.10853446178261034	0	No data	No data	0	0.5	0
IL1B	0.052902051444735754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43509928804867387	No data	No data	1	0	1	1	1	0	0	No data	-0.5154991726420297	-0.9018736229311453	0	-1	No data	0	0.5	0
SSUH2	0.05382930583482683	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4427256033606631	No data	0	0	0	0	0	0.1333350000000003	No data	0.30005515719801434	-0.82471518950127	0	No data	No data	No data	0.5	0.5
PTPN22	0.041228686011493404	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.339090289334482	No data	No data	No data	1	0	1	1	0	0	No data	-0.043574186431329265	-0.7777121557641825	0	No data	No data	0	0.5	0
SYCE1L	0.007391597093694037	No data	No data	0.012158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.7793712079426365	0	0	No data	No data	0	0.5	0
KCTD13	0.08646177022884977	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7111152335803046	No data	0	0	0	0	0	0.7112450000000002	No data	-0.41886376172090456	-0.32749161471432336	0	No data	No data	-0.11854000000000013	0.5	-1
SORT1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	No data	1	0	1	1	1	0.5246699999999997	No data	-0.628792057363486	-0.10129547872063965	0	No data	No data	0	0.5	-1
SPATA16	0.4231387414383511	No data	No data	0.2647876362930616	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17916730425295188	No data	0.8848710648417637	No data	0	0	0	0	0	0	No data	-0.35366795366795367	0	0	No data	No data	0	1	1
ACVR2A	0.0916088511505711	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7534480199923657	1	0	0	1	1	0	0.9805050000000002	No data	-0.9427468284611141	-0.7706296326727491	0	No data	-1	-0.19103250000000002	-1	-1
R3HDM1	0.03392003906296193	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.27897944302397293	No data	0	0	0	0	0	0.5414450000000002	No data	-0.8124655267512411	0	0	No data	No data	0	0.5	-1
GTF2H1	0.11826555349910459	No data	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8540149999999997	No data	-0.7765030336458908	No data	-1	No data	No data	No data	-1	-1
CNTROB	0.099163912716574	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	0.8034269170242138	No data	0	0	0	0	0	0.1915849999999999	No data	-0.1551020408163265	0	0	No data	No data	No data	-1	-1
