GENE	SCORE
10xFucT-4xFucS-NOTCH3(40-2321)	0.022988505747126436
12xFucT-11xGlcS-6xFucS-NOTCH4(24-1336)	0.022988505747126436
12xFucT-6xFucS-NOTCH4(24-2003)	0.022988505747126436
12xFucT-8xGlcS-6xFucS-NOTCH4(24-1336)	0.022988505747126436
12xFucT-8xGlcS-6xFucS-NOTCH4(24-2003)	0.028735632183908046
14xGlcS-10xFucT-4xFucS-NOTCH3(40-1571)	0.022988505747126436
14xGlcS-10xFucT-4xFucS-NOTCH3(40-2321)	0.028735632183908046
17xFucT-14xGlcS-2xFucS-NOTCH1(19-1664)	0.022988505747126436
17xFucT-14xGlcS-2xFucS-NOTCH1(19-2555)	0.028735632183908046
17xFucT-2xFucS-NOTCH1(19-2555)	0.022988505747126436
18xFucT-16xGlcS-FucS-NOTCH2(26-1581)	0.022988505747126436
18xFucT-16xGlcS-FucS-NOTCH2(26-2471)	0.028735632183908046
18xFucT-FucS-NOTCH2(26-2471)	0.022988505747126436
19xFucT-14xGlcS-2xFucS-NOTCH1(19-2555)	0.022988505747126436
19xFucT-16xGlcS-2xFucS-NOTCH1(19-1664)	0.040229885057471264
2p-GLI1	0.017241379310344827
2p-GLI2	0.08045977011494253
2p-GLI3	0.017241379310344827
2xADPRib-p-S423,S425-SMAD3	0.07471264367816093
2xHC-CHCHD2	0.017241379310344827
2xHC-DHH(23-396)	0.017241379310344827
2xHC-IHH(28-411)	0.017241379310344827
2xHC-INS(25-54)	0.10344827586206896
2xHC-SHH(24-462)	0.017241379310344827
2xHC-TXN	0.08045977011494253
2xMe-SNRPB	0.017241379310344827
2xMe-SNRPD1	0.040229885057471264
2xMe-SNRPD3	0.040229885057471264
2xPalmC-MyrG-NOS3	0.028735632183908046
2xPalmC-MyrG-p-S1177-NOS3	0.07471264367816093
3,4-Hyp	0.05747126436781609
3,4-hydroxyprolyl	0.05747126436781609
3,4-hydroxyprolyl-collagen	0.05172413793103448
3Hyp-4Hyp-5Hyl-COL6A5	0.040229885057471264
3Hyp-4Hyp-5Hyl-COL6A6	0.040229885057471264
3Hyp-4Hyp-COL6A5	0.040229885057471264
3Hyp-4Hyp-COL6A6	0.040229885057471264
3Hyp-4Hyp-GalHyl-COL6A5	0.040229885057471264
3Hyp-4Hyp-GalHyl-COL6A6	0.040229885057471264
3Hyp-4Hyp-GlcGalHyl-COL6A5	0.040229885057471264
3Hyp-4Hyp-GlcGalHyl-COL6A6	0.040229885057471264
3x4Hyp-3Hyp-5Hyl-COL1A1	0.05747126436781609
3x4Hyp-3Hyp-5Hyl-COL1A2	0.05747126436781609
3x4Hyp-3Hyp-5Hyl-COL24A1(?-?)	0.05172413793103448
3x4Hyp-3Hyp-5Hyl-COL27A1	0.05172413793103448
3x4Hyp-3Hyp-5Hyl-COL2A1(182-1241)	0.05172413793103448
3x4Hyp-3Hyp-5Hyl-COL3A1	0.05172413793103448
3x4Hyp-3Hyp-5Hyl-COL4A5	0.022988505747126436
3x4Hyp-3Hyp-5Hyl-COL5A3	0.05747126436781609
3x4Hyp-3Hyp-5Hyl-COL6A1	0.040229885057471264
3x4Hyp-3Hyp-5Hyl-COL6A2	0.040229885057471264
3x4Hyp-3Hyp-5Hyl-COL6A3(26-3177)	0.040229885057471264
3x4Hyp-3Hyp-COL1A1	0.05747126436781609
3x4Hyp-3Hyp-COL1A2	0.05747126436781609
3x4Hyp-3Hyp-COL24A1(?-?)	0.05172413793103448
3x4Hyp-3Hyp-COL27A1	0.05172413793103448
3x4Hyp-3Hyp-COL2A1(182-1241)	0.05172413793103448
3x4Hyp-3Hyp-COL3A1	0.05172413793103448
