APOBEC1	A1CF
EP300	A1CF
NFKB1	A2M
RELA	A2M
STAT1	A2M
STAT3	A2M
A4GNT	MUC1
A4GNT	MUC12
A4GNT	MUC13
A4GNT	MUC15
A4GNT	MUC16
A4GNT	MUC17
A4GNT	MUC19
A4GNT	MUC2
A4GNT	MUC20
A4GNT	MUC21
A4GNT	MUC3A
A4GNT	MUC3B
A4GNT	MUC4
A4GNT	MUC5AC
A4GNT	MUC5B
A4GNT	MUC6
A4GNT	MUC7
A4GNT	MUCL1
AAAS	AGO2
AAAS	ALYREF
AAAS	AURKB
AAAS	BIRC5
AAAS	CASC3
CCNB1	AAAS
CCNB2	AAAS
AAAS	CDC40
AAAS	CDCA8
CDK1	AAAS
AAAS	CHTOP
AAAS	CPSF1
AAAS	CPSF2
AAAS	CPSF3
AAAS	CPSF4
AAAS	DDX20
AAAS	DHX38
AAAS	EIF4A3
AAAS	EIF4E
AAAS	FIP1L1
AAAS	GCK
AAAS	GCKR
AAAS	GEMIN2
AAAS	GEMIN4
AAAS	GEMIN5
AAAS	GEMIN6
AAAS	GEMIN7
AAAS	GEMIN8
AAAS	HDAC4
AAAS	HIKESHI
AAAS	HNRNPC
AAAS	HSPA1B
AAAS	INCENP
AAAS	IPO8
AAAS	KPNA1
AAAS	KPNA2
AAAS	KPNA3
AAAS	KPNA4
AAAS	KPNA5
AAAS	KPNA7
AAAS	KPNB1
AAAS	MAGOH
AAAS	MAGOHB
AAAS	MDM2
AAAS	NCBP1
AAAS	NCBP2
NEK6	AAAS
NEK9	AAAS
AAAS	NXF1
AAAS	NXF2
AAAS	NXT1
AAAS	PHAX
AAAS	PML
AAAS	POLDIP3
AAAS	RAN
AAAS	RANBP2
AAAS	RBM8A
AAAS	RNPS1
AAAS	SARNP
AAAS	SLBP
AAAS	SLU7
AAAS	SMN1
AAAS	SNRPB
AAAS	SNRPD1
AAAS	SNRPD2
AAAS	SNRPD3
AAAS	SNRPE
AAAS	SNRPF
AAAS	SNRPG
AAAS	SNUPN
AAAS	SP100
AAAS	SRRM1
AAAS	SRSF1
AAAS	SRSF11
AAAS	SRSF2
AAAS	SRSF3
AAAS	SRSF4
AAAS	SRSF5
AAAS	SRSF6
AAAS	SRSF7
AAAS	SRSF9
AAAS	SUMO1
AAAS	SUMO2
AAAS	SUMO3
AAAS	SYMPK
AAAS	THOC1
AAAS	THOC2
AAAS	THOC3
AAAS	THOC5
AAAS	THOC6
AAAS	THOC7
AAAS	TOP2A
AAAS	U2AF1
AAAS	U2AF1L4
AAAS	U2AF2
AAAS	UBE2I
AAAS	UPF3B
AAAS	WDR33
AAAS	XPO1
AAAS	XPOT
AAAS	ZC3H11A
CASP1	AAG1
CASP10	AAG1
CASP3	AAG1
CASP5	AAG1
CASP6	AAG1
CASP7	AAG1
CASPASE-9C	AAG1
ARF6	AAK1
ARFGAP1	AAK1
AAMP	AREG
AAMP	BTC
AAMP	EGF
AAMP	EPGN
AAMP	EREG
AAMP	HBEGF
AAMP	TGFA
CEBPB	AARS1
AASDHPPT	FASN
JUN	ABCA1
PRKACA	ABCA1
PRKACB	ABCA1
PRKACG	ABCA1
SP3	ABCA1
USF1	ABCA1
USF2	ABCA1
ZDHHC8	ABCA1
EGR1	ABCA2
SP3	ABCA2
SP4	ABCA2
CEBPA	ABCB1
CEBPB	ABCB1
EGR1	ABCB1
EGR2	ABCB1
ETS1	ABCB1
HIF1A	ABCB1
JUN	ABCB1
NFKB1	ABCB1
RARA	ABCB1
SP1	ABCB1
TP53	ABCB1
WT1	ABCB1
GATA1	ABCB10
GATA2	ABCB10
TAL1	ABCB10
ABCB7	CIAPIN1
ABCB7	NDOR1
ABCB7	NUBP1
ABCB7	NUBP2
PRKACA	ABCC8
PRKACB	ABCC8
PRKACG	ABCC8
RAPGEF3	ABCC8
RAPGEF4	ABCC8
TFAP2A	ABCD2
CTCF	ABHD14B
SREBF1	ABHD4
ABL1	ABI1
ABI1	ACTR2
ABI1	ACTR3
ABI1	ARPC1B
ABI1	ARPC2
ABI1	ARPC3
ABI1	ARPC4
ABI1	ARPC5
BAIAP2	ABI1
ABI1	DIAPH1
EGF	ABI1
EGFR	ABI1
MAPK1	ABI1
MAPK3	ABI1
ABI1	WASF2
ABI2	ACTR2
ABI2	ACTR3
ABI2	ARPC1B
ABI2	ARPC2
ABI2	ARPC3
ABI2	ARPC4
ABI2	ARPC5
RAC1	ABI2
ANXA2	ABL1
ATF3	ABL1
ATM	ABL1
ABL1	BAIAP2
BCL3	ABL1
BLK	ABL1
BRF2	ABL1
ABL1	BRK1
CCNA2	ABL1
ABL1	CDH2
CDK2	ABL1
ABL1	CDK5
ABL1	CTNNA1
ABL1	CTNNB1
ABL1	CTNND1
ABL1	CYFIP1
ABL1	CYFIP2
EP300	ABL1
ABL1	EPS8
FGR	ABL1
FOSL1	ABL1
FYN	ABL1
GATA2	ABL1
GTF2F1	ABL1
HCK	ABL1
HDAC2	ABL1
IRF1	ABL1
ITGA5	ABL1
ITGB1	ABL1
JUN	ABL1
LCK	ABL1
LRP8	ABL1
LYN	ABL1
MAFK	ABL1
MAP2K6	ABL1
ABL1	MDM2
ABL1	NCKAP1
ABL1	NCKAP1L
NELFE	ABL1
NR2C2	ABL1
NRF1	ABL1
ABL1	PDGFB
ABL1	PDGFRB
ABL1	RAC1
RAD21	ABL1
ABL1	RAD52
RELN	ABL1
ABL1	RUNX2
SIRT6	ABL1
SMARCA4	ABL1
SMARCB1	ABL1
SMC3	ABL1
ABL1	SOS1
SRC	ABL1
STAT1	ABL1
ABL1	TP63
ABL1	TP73
TRIM28	ABL1
USF2	ABL1
ABL1	WASF2
ABL1	WWTR1
XRCC4	ABL1
YES1	ABL1
ZBTB33	ABL1
ZNF263	ABL1
ZNF274	ABL1
STAT3	ABL2
STAT3	ABLIM1
FOS	ABLIM3
PAX5	ABLIM3
ABR	RAC1
ABR	RAC2
ABR	RHOA
ABR	RHOB
ABR	RHOC
CHEK2	ABRAXAS1
RNF4	ABRAXAS1
ABRAXAS1	SUMO2
ABRAXAS1	UBE2I
ATF3	ABT1
CEBPB	ABT1
EP300	ABT1
GTF2B	ABT1
SPI1	ABT1
PPARG	ACAA1
TYSND1	ACAA1
CEBPA	ACACA
HLCS	ACACA
SP3	ACACA
SREBF1	ACACA
USF1	ACACA
USF2	ACACA
HLCS	ACACB
SP1	ACACB
DMAC1	ACAD9
DMAC2	ACAD9
FOXRED1	ACAD9
SFXN4	ACAD9
ADAMTS4	ACAN
ADAMTS5	ACAN
B3GNT2	ACAN
B3GNT3	ACAN
B3GNT4	ACAN
B3GNT7	ACAN
B4GALT1	ACAN
B4GALT2	ACAN
B4GALT3	ACAN
B4GALT4	ACAN
B4GALT5	ACAN
B4GALT6	ACAN
B4GAT1	ACAN
CHST1	ACAN
CHST2	ACAN
CHST5	ACAN
CHST6	ACAN
HTRA1	ACAN
MMP1	ACAN
MMP12	ACAN
MMP13	ACAN
MMP2	ACAN
MMP3	ACAN
MMP7	ACAN
MMP9	ACAN
SP1	ACAN
ST3GAL1	ACAN
ST3GAL2	ACAN
ST3GAL3	ACAN
ST3GAL4	ACAN
ST3GAL6	ACAN
TFAP2A	ACAN
ACAP1	GULP1
PLD1	ACAP1
PLD2	ACAP1
ACAP2	ARF6
ACAT1	IDH2
ANKRD28	ACD
ATRX	ACD
BLM	ACD
DAXX	ACD
FEN1	ACD
LIG1	ACD
ACD	PCNA
PIF1	ACD
PPP6C	ACD
PPP6R3	ACD
WRN	ACD
CTCF	ACE
FOXA1	ACE
RAD21	ACE
ACE2	AGT
FURIN	ACE2
HAVCR1	ACE2
NRP1	ACE2
ATF1	ACHE
CREB1	ACHE
EGR1	ACHE
TFAP2A	ACHE
ALYREF	ACIN1
ACIN1	AQR
ACIN1	BCAS2
ACIN1	BUD31
C9ORF78	ACIN1
ACIN1	CACTIN
ACIN1	CASC3
CASP3	ACIN1
ACIN1	CCDC12
CDC40	ACIN1
ACIN1	CDC5L
CHERP	ACIN1
ACIN1	CRNKL1
ACIN1	CTNNBL1
ACIN1	CWC15
ACIN1	CWC22
ACIN1	CWC25
ACIN1	CWC27
ACIN1	CWF19L2
DDX23	ACIN1
DDX39B	ACIN1
ACIN1	DDX41
DDX42	ACIN1
DDX46	ACIN1
DDX5	ACIN1
ACIN1	DHX16
ACIN1	DHX35
ACIN1	DHX38
ACIN1	DHX8
DHX9	ACIN1
EFTUD2	ACIN1
ACIN1	EIF4A3
ACIN1	FAM32A
ACIN1	FAM50A
FUS	ACIN1
ACIN1	GCFC2
ACIN1	GPATCH1
ACIN1	GPKOW
GTF2F1	ACIN1
GTF2F2	ACIN1
HNRNPA1	ACIN1
HNRNPA2B1	ACIN1
HNRNPA3	ACIN1
HNRNPC	ACIN1
HNRNPD	ACIN1
HNRNPF	ACIN1
HNRNPH1	ACIN1
HNRNPH2	ACIN1
HNRNPK	ACIN1
HNRNPL	ACIN1
HNRNPM	ACIN1
HNRNPR	ACIN1
HNRNPU	ACIN1
ACIN1	HSPA8
IK	ACIN1
ACIN1	ISY1
ACIN1	LENG1
LSM2	ACIN1
LSM3	ACIN1
LSM4	ACIN1
LSM5	ACIN1
LSM6	ACIN1
LSM7	ACIN1
LSM8	ACIN1
ACIN1	MAGOH
ACIN1	MAGOHB
MTREX	ACIN1
NCBP1	ACIN1
NCBP2	ACIN1
ACIN1	NKAP
NR3C1	ACIN1
ACIN1	NSRP1
PCBP1	ACIN1
PCBP2	ACIN1
PHF5A	ACIN1
ACIN1	PLRG1
POLR2A	ACIN1
POLR2B	ACIN1
POLR2C	ACIN1
POLR2D	ACIN1
POLR2E	ACIN1
POLR2F	ACIN1
POLR2G	ACIN1
POLR2H	ACIN1
POLR2I	ACIN1
POLR2J	ACIN1
POLR2K	ACIN1
POLR2L	ACIN1
ACIN1	PPIE
ACIN1	PPIG
PPIH	ACIN1
ACIN1	PPIL1
ACIN1	PPIL2
ACIN1	PPIL3
ACIN1	PPIL4
ACIN1	PPWD1
ACIN1	PRCC
ACIN1	PRKRIP1
PRP4K	ACIN1
ACIN1	PRPF18
ACIN1	PRPF19
PRPF3	ACIN1
PRPF31	ACIN1
PRPF4	ACIN1
PRPF40A	ACIN1
PRPF6	ACIN1
PRPF8	ACIN1
PTBP1	ACIN1
PUF60	ACIN1
RBM10	ACIN1
RBM17	ACIN1
ACIN1	RBM22
RBM25	ACIN1
RBM39	ACIN1
RBM42	ACIN1
RBM5	ACIN1
ACIN1	RBM8A
RBMX	ACIN1
ACIN1	RNF113A
SART1	ACIN1
ACIN1	SDE2
SF3A1	ACIN1
SF3A2	ACIN1
SF3A3	ACIN1
SF3B1	ACIN1
SF3B2	ACIN1
SF3B3	ACIN1
SF3B4	ACIN1
SF3B5	ACIN1
SF3B6	ACIN1
ACIN1	SLU7
SMNDC1	ACIN1
SMU1	ACIN1
SNRNP200	ACIN1
SNRNP27	ACIN1
SNRNP40	ACIN1
SNRNP70	ACIN1
SNRPA	ACIN1
SNRPA1	ACIN1
SNRPB	ACIN1
SNRPB2	ACIN1
SNRPC	ACIN1
