GENE	SCORE
10xFucT-4xFucS-NOTCH3(40-2321)	0.02824858757062147
12xFucT-11xGlcS-6xFucS-NOTCH4(24-1336)	0.02824858757062147
12xFucT-6xFucS-NOTCH4(24-2003)	0.02824858757062147
12xFucT-8xGlcS-6xFucS-NOTCH4(24-1336)	0.02824858757062147
12xFucT-8xGlcS-6xFucS-NOTCH4(24-2003)	0.02824858757062147
14xGlcS-10xFucT-4xFucS-NOTCH3(40-1571)	0.02824858757062147
14xGlcS-10xFucT-4xFucS-NOTCH3(40-2321)	0.02824858757062147
17xFucT-14xGlcS-2xFucS-NOTCH1(19-1664)	0.02824858757062147
17xFucT-14xGlcS-2xFucS-NOTCH1(19-2555)	0.02824858757062147
17xFucT-2xFucS-NOTCH1(19-2555)	0.02824858757062147
18xFucT-16xGlcS-FucS-NOTCH2(26-1581)	0.02824858757062147
18xFucT-16xGlcS-FucS-NOTCH2(26-2471)	0.02824858757062147
18xFucT-FucS-NOTCH2(26-2471)	0.02824858757062147
19xFucT-14xGlcS-2xFucS-NOTCH1(19-2555)	0.02824858757062147
19xFucT-16xGlcS-2xFucS-NOTCH1(19-1664)	0.03389830508474576
2p-GLI1	0.022598870056497175
2p-GLI2	0.022598870056497175
2p-GLI3	0.022598870056497175
2xADPRib-p-S423,S425-SMAD3	0.02824858757062147
2xAcK-SMC3	0.15254237288135594
2xHC-DHH(23-396)	0.022598870056497175
2xHC-IHH(28-411)	0.022598870056497175
2xHC-INS(25-54)	0.02824858757062147
2xHC-SHH(24-462)	0.022598870056497175
2xPalmC-MyrG-NOS3	0.022598870056497175
2xPalmC-MyrG-p-S1177-NOS3	0.03954802259887006
3,4-Hyp	0.02824858757062147
3,4-hydroxyprolyl	0.02824858757062147
3,4-hydroxyprolyl-collagen	0.02824858757062147
3Hyp-4Hyp-5Hyl-COL6A5	0.02824858757062147
3Hyp-4Hyp-5Hyl-COL6A6	0.02824858757062147
3Hyp-4Hyp-COL6A5	0.02824858757062147
3Hyp-4Hyp-COL6A6	0.02824858757062147
3Hyp-4Hyp-GalHyl-COL6A5	0.02824858757062147
3Hyp-4Hyp-GalHyl-COL6A6	0.02824858757062147
3Hyp-4Hyp-GlcGalHyl-COL6A5	0.02824858757062147
3Hyp-4Hyp-GlcGalHyl-COL6A6	0.02824858757062147
3x4Hyp-3Hyp-5Hyl-COL1A1	0.02824858757062147
3x4Hyp-3Hyp-5Hyl-COL1A2	0.02824858757062147
3x4Hyp-3Hyp-5Hyl-COL24A1(?-?)	0.02824858757062147
3x4Hyp-3Hyp-5Hyl-COL27A1	0.02824858757062147
3x4Hyp-3Hyp-5Hyl-COL2A1(182-1241)	0.02824858757062147
3x4Hyp-3Hyp-5Hyl-COL3A1	0.02824858757062147
3x4Hyp-3Hyp-5Hyl-COL5A3	0.02824858757062147
3x4Hyp-3Hyp-5Hyl-COL6A1	0.02824858757062147
3x4Hyp-3Hyp-5Hyl-COL6A2	0.02824858757062147
3x4Hyp-3Hyp-5Hyl-COL6A3(26-3177)	0.02824858757062147
3x4Hyp-3Hyp-COL1A1	0.02824858757062147
3x4Hyp-3Hyp-COL1A2	0.02824858757062147
3x4Hyp-3Hyp-COL24A1(?-?)	0.02824858757062147
3x4Hyp-3Hyp-COL27A1	0.02824858757062147
3x4Hyp-3Hyp-COL2A1(182-1241)	0.02824858757062147
3x4Hyp-3Hyp-COL3A1	0.02824858757062147
3x4Hyp-3Hyp-COL5A3	0.02824858757062147
3x4Hyp-3Hyp-COL6A1	0.02824858757062147
3x4Hyp-3Hyp-COL6A2	0.02824858757062147
3x4Hyp-3Hyp-COL6A3(26-3177)	0.02824858757062147
3x4Hyp-3Hyp-GalHyl-COL1A1	0.02824858757062147
3x4Hyp-3Hyp-GalHyl-COL1A2	0.02824858757062147
3x4Hyp-3Hyp-GalHyl-COL24A1(?-?)	0.02824858757062147
3x4Hyp-3Hyp-GalHyl-COL27A1	0.02824858757062147
3x4Hyp-3Hyp-GalHyl-COL2A1(182-1241)	0.02824858757062147
3x4Hyp-3Hyp-GalHyl-COL3A1	0.02824858757062147
3x4Hyp-3Hyp-GalHyl-COL5A3	0.02824858757062147
3x4Hyp-3Hyp-GalHyl-COL6A1	0.02824858757062147
3x4Hyp-3Hyp-GalHyl-COL6A2	0.02824858757062147
3x4Hyp-3Hyp-GalHyl-COL6A3(26-3177)	0.02824858757062147
3x4Hyp-3Hyp-GlcGalHyl-COL1A1	0.02824858757062147
3x4Hyp-3Hyp-GlcGalHyl-COL1A2	0.02824858757062147
3x4Hyp-3Hyp-GlcGalHyl-COL24A1(?-?)	0.02824858757062147
3x4Hyp-3Hyp-GlcGalHyl-COL27A1	0.02824858757062147
3x4Hyp-3Hyp-GlcGalHyl-COL2A1(182-1241)	0.02824858757062147
3x4Hyp-3Hyp-GlcGalHyl-COL3A1	0.02824858757062147
3x4Hyp-3Hyp-GlcGalHyl-COL5A3	0.02824858757062147
3x4Hyp-3Hyp-GlcGalHyl-COL6A1	0.02824858757062147
3x4Hyp-3Hyp-GlcGalHyl-COL6A2	0.02824858757062147
3x4Hyp-3Hyp-GlcGalHyl-COL6A3(26-3177)	0.02824858757062147
3x4Hyp-5Hyl-COL1A1	0.02824858757062147
3x4Hyp-5Hyl-COL1A2	0.02824858757062147
3x4Hyp-5Hyl-COL24A1(?-?)	0.02824858757062147
3x4Hyp-5Hyl-COL27A1	0.02824858757062147
3x4Hyp-5Hyl-COL2A1(182-1241)	0.02824858757062147
3x4Hyp-5Hyl-COL3A1	0.02824858757062147
3x4Hyp-5Hyl-COL5A2(?-1229)	0.02824858757062147
3x4Hyp-5Hyl-COL5A3	0.02824858757062147
3x4Hyp-5Hyl-COL6A1	0.02824858757062147
3x4Hyp-5Hyl-COL6A2	0.02824858757062147
3x4Hyp-5Hyl-COL6A3(26-3177)	0.02824858757062147
3x4Hyp-COL1A1	0.02824858757062147
3x4Hyp-COL1A2	0.02824858757062147
3x4Hyp-COL24A1(?-?)	0.02824858757062147
3x4Hyp-COL27A1	0.02824858757062147
3x4Hyp-COL2A1(182-1241)	0.02824858757062147
3x4Hyp-COL3A1	0.02824858757062147
3x4Hyp-COL5A3	0.02824858757062147
3x4Hyp-COL6A1	0.02824858757062147
3x4Hyp-COL6A2	0.02824858757062147
3x4Hyp-COL6A3(26-3177)	0.02824858757062147
3x4Hyp-GalHyl-COL1A1	0.02824858757062147
3x4Hyp-GalHyl-COL1A2	0.02824858757062147
3x4Hyp-GalHyl-COL24A1(?-?)	0.02824858757062147
3x4Hyp-GalHyl-COL27A1	0.02824858757062147
3x4Hyp-GalHyl-COL2A1(182-1241)	0.02824858757062147
3x4Hyp-GalHyl-COL3A1	0.02824858757062147
3x4Hyp-GalHyl-COL5A3	0.02824858757062147
3x4Hyp-GalHyl-COL6A1	0.02824858757062147
3x4Hyp-GalHyl-COL6A2	0.02824858757062147
3x4Hyp-GalHyl-COL6A3(26-3177)	0.02824858757062147
3x4Hyp-GlcGalHyl-COL1A1	0.02824858757062147
3x4Hyp-GlcGalHyl-COL1A2	0.02824858757062147
3x4Hyp-GlcGalHyl-COL24A1(?-?)	0.02824858757062147
3x4Hyp-GlcGalHyl-COL27A1	0.02824858757062147
3x4Hyp-GlcGalHyl-COL2A1(182-1241)	0.02824858757062147
3x4Hyp-GlcGalHyl-COL3A1	0.02824858757062147
3x4Hyp-GlcGalHyl-COL5A3	0.02824858757062147
3x4Hyp-GlcGalHyl-COL6A1	0.02824858757062147
3x4Hyp-GlcGalHyl-COL6A2	0.02824858757062147
3x4Hyp-GlcGalHyl-COL6A3(26-3177)	0.02824858757062147
4-Hyp	0.02824858757062147
4-hydroxyprolyl	0.02824858757062147
4Hyp-5Hyl-COL6A5	0.02824858757062147
4Hyp-5Hyl-COL6A6	0.02824858757062147
4Hyp-COL6A5	0.02824858757062147
4Hyp-COL6A6	0.02824858757062147
4Hyp-GalHyl-COL6A5	0.02824858757062147
4Hyp-GalHyl-COL6A6	0.02824858757062147
4Hyp-GlcGalHyl-COL6A5	0.02824858757062147
4Hyp-GlcGalHyl-COL6A6	0.02824858757062147
4xHC-INS(90-110)	0.02824858757062147
5-Gal-Hyl	0.02824858757062147
5-Gal-Hyl-collagen	0.02824858757062147
5-hydroxylysyl	0.02824858757062147
5-hydroxylysyl-collagen	0.02824858757062147
5Hyl-COL1A1	0.02824858757062147
5Hyl-COL1A2	0.02824858757062147
5Hyl-COL24A1(?-?)	0.02824858757062147
5Hyl-COL27A1	0.02824858757062147
5Hyl-COL2A1(182-1241)	0.02824858757062147
5Hyl-COL3A1	0.02824858757062147
5Hyl-COL5A3	0.02824858757062147
5Hyl-COL6A1	0.02824858757062147
5Hyl-COL6A2	0.02824858757062147
5Hyl-COL6A3(26-3177)	0.02824858757062147
5Hyl-COL6A5	0.02824858757062147
5Hyl-COL6A6	0.02824858757062147
AAAS	0.192090395480226
AAMP	0.022598870056497175
AATF	0.022598870056497175
ABCA1	0.02824858757062147
ABCD3	0.05649717514124294
ABCG1	0.02824858757062147
ABCG5	0.02824858757062147
ABCG8	0.02824858757062147
ABHD12	0.022598870056497175
ABHD17A	0.022598870056497175
ABHD17B	0.022598870056497175
ABHD17C	0.022598870056497175
ABHD6	0.022598870056497175
ABI1	0.07909604519774012
ABI2	0.07909604519774012
ABL1	0.0847457627118644
ABL2	0.062146892655367235
ABR	0.05649717514124294
ACBD5	0.05649717514124294
ACD	0.05649717514124294
ACKR2	0.022598870056497175
ACTA2	0.02824858757062147
ACTB	0.15254237288135594
ACTC1	0.05649717514124294
ACTG1	0.13559322033898305
ACTN1	0.05649717514124294
ACTN2	0.022598870056497175
ACTR1A	0.12994350282485875
ACTR2	0.0903954802259887
ACTR3	0.0903954802259887
ACVR1B	0.03954802259887006
ACVR1C	0.03954802259887006
ACVR2A	0.04519774011299435
ACVR2B	0.04519774011299435
ACVRL1	0.03389830508474576
ADAM10	0.03389830508474576
ADAM10(215-824)	0.022598870056497175
ADAM12	0.022598870056497175
ADAM17	0.02824858757062147
ADAM17(215-824)	0.022598870056497175
ADAP1	0.022598870056497175
ADCY1	0.022598870056497175
ADCY10	0.022598870056497175
ADCY2	0.022598870056497175
ADCY3	0.022598870056497175
ADCY4	0.022598870056497175
ADCY5	0.022598870056497175
ADCY6	0.022598870056497175
ADCY7	0.022598870056497175
ADCY8	0.022598870056497175
ADCY9	0.022598870056497175
ADCYAP1(1-176)	0.022598870056497175
ADCYAP1(132-158)	0.022598870056497175
ADCYAP1(132-169)	0.022598870056497175
ADCYAP1(82-129)	0.022598870056497175
ADCYAP1R1	0.022598870056497175
ADD3(2-706)	0.05649717514124294
ADGRE1	0.022598870056497175
ADH1A	0.02824858757062147
ADH1C	0.02824858757062147
ADH4	0.02824858757062147
ADM(95-146)	0.022598870056497175
ADM2(19-153)	0.022598870056497175
ADORA1	0.022598870056497175
ADORA2A	0.022598870056497175
ADORA2B	0.022598870056497175
ADORA3	0.022598870056497175
ADRA1A	0.022598870056497175
ADRA1B	0.022598870056497175
ADRA1D	0.022598870056497175
